"member_id","org_id","first_name","last_name","role","membership_tier","join_date","renewal_date","is_active"
15632,1687,"James","Lee","Administrator","Basic",2019-09-17 19:45:43,2020-09-17 19:45:43,1
15633,4804,"John","Wilson","Practice Owner","Basic",2022-05-20 18:53:59,2023-05-20 18:53:59,1
15634,257,"Alex","Smith","Billing Specialist","Basic",2024-01-12 01:45:56,2025-01-12 01:45:56,1
15635,4495,"Linda","Wilson","Practice Owner","Basic",2024-09-14 15:06:49,2025-09-14 15:06:49,1
15636,3601,"John","White","Practice Manager","Basic",2024-01-10 01:12:07,2025-01-10 01:12:07,1
15637,51,"Sofia","Wilson","Billing Specialist","Standard",2022-08-28 20:40:53,2023-08-28 20:40:53,0
15638,595,"John","Lee","Practice Owner","Basic",2024-10-17 10:15:26,2025-10-17 10:15:26,1
15639,4914,"Maria","Garcia","Practice Manager","Basic",2016-07-25 07:11:03,2017-07-25 07:11:03,1
15640,4732,"Maria","Brown","Practice Manager","Basic",2023-03-09 00:49:09,2024-03-09 00:49:09,1
15641,3874,"Ana","Wilson","Front Desk","Basic",2023-10-09 12:43:41,2024-10-09 12:43:41,0
15642,3437,"John","Martinez","Practice Owner","Basic",2021-06-03 01:54:55,2022-06-03 01:54:55,1
15643,1073,"Laura","Anderson","Administrator","Standard",2017-03-27 11:21:26,2018-03-27 11:21:26,1
15644,1477,"James","Anderson","Practice Manager","Standard",2017-08-03 07:55:05,2018-08-03 07:55:05,1
15645,4871,"Alex","Lee","Administrator","Premium",2023-06-12 11:54:59,2024-06-12 11:54:59,1
15646,3021,"Sofia","Martinez","Practice Manager","Standard",2022-04-16 03:14:39,2023-04-16 03:14:39,1
15647,1665,"David","Wilson","Billing Specialist","Basic",2016-06-25 05:38:56,2017-06-25 05:38:56,1
15648,4493,"Laura","Brown","Administrator","Basic",2018-05-16 04:17:35,2019-05-16 04:17:35,1
15649,2731,"Chris","Davis","Practice Owner","Basic",2018-03-13 06:27:06,2019-03-13 06:27:06,1
15650,1396,"Chris","Wilson","Front Desk","Basic",2022-04-21 10:26:40,2023-04-21 10:26:40,1
15651,3898,"Maria","Martinez","Front Desk","Basic",2024-08-08 08:45:24,2025-08-08 08:45:24,0
15652,4625,"Chris","Brown","Practice Manager","Basic",2017-09-26 03:28:16,2018-09-26 03:28:16,0
15653,4781,"Sofia","Lee","Practice Manager","Premium",2024-08-18 20:34:23,2025-08-18 20:34:23,1
15654,4046,"John","Wilson","Administrator","Basic",2017-12-29 23:30:23,2018-12-29 23:30:23,0
15655,2661,"James","Brown","Administrator","Basic",2021-07-11 15:24:28,2022-07-11 15:24:28,0
15656,2234,"Chris","Lee","Practice Manager","Basic",2021-07-31 04:39:15,2022-07-31 04:39:15,0
15657,3323,"Ana","Anderson","Billing Specialist","Basic",2016-05-23 22:47:38,2017-05-23 22:47:38,1
15658,4198,"Alex","Wilson","Practice Owner","Standard",2018-01-07 08:52:39,2019-01-07 08:52:39,1
15659,4219,"David","Davis","Practice Manager","Standard",2018-06-27 00:53:06,2019-06-27 00:53:06,1
15660,2102,"John","Smith","Administrator","Basic",2016-02-25 18:35:28,2017-02-25 18:35:28,0
15661,1307,"Linda","Martinez","Billing Specialist","Standard",2022-07-18 15:47:02,2023-07-18 15:47:02,1
15662,1638,"Maria","Garcia","Front Desk","Premium",2019-05-29 11:48:58,2020-05-29 11:48:58,1
15663,1141,"Maria","White","Practice Manager","Basic",2020-04-27 10:11:49,2021-04-27 10:11:49,1
15664,616,"Sofia","Lee","Practice Manager","Basic",2020-01-06 21:56:43,2021-01-06 21:56:43,1
15665,4653,"Laura","Martinez","Practice Manager","Basic",2017-10-19 21:17:44,2018-10-19 21:17:44,0
15666,4210,"Chris","Smith","Administrator","Basic",2017-03-04 00:07:00,2018-03-04 00:07:00,1
15667,1567,"John","Brown","Billing Specialist","Premium",2017-03-14 21:23:43,2018-03-14 21:23:43,0
15668,977,"David","Johnson","Practice Owner","Basic",2024-11-22 19:30:22,2025-11-22 19:30:22,1
15669,4797,"Linda","Brown","Administrator","Basic",2024-10-29 10:42:14,2025-10-29 10:42:14,1
15670,1317,"Ana","Smith","Practice Manager","Premium",2016-01-21 08:28:07,2017-01-21 08:28:07,1
15671,2340,"David","Johnson","Front Desk","Basic",2023-05-29 05:20:43,2024-05-29 05:20:43,1
15672,4357,"James","Anderson","Practice Manager","Basic",2017-04-15 07:08:45,2018-04-15 07:08:45,0
15673,2097,"Ana","Brown","Administrator","Standard",2018-03-02 20:29:50,2019-03-02 20:29:50,0
15674,379,"Chris","White","Practice Manager","Standard",2021-07-02 13:49:15,2022-07-02 13:49:15,1
15675,3466,"Linda","Davis","Administrator","Standard",2016-08-29 23:40:14,2017-08-29 23:40:14,1
15676,2272,"Linda","Johnson","Administrator","Basic",2018-08-30 14:11:05,2019-08-30 14:11:05,1
15677,1047,"David","Wilson","Billing Specialist","Standard",2024-10-30 04:40:49,2025-10-30 04:40:49,1
15678,1008,"Linda","White","Practice Owner","Standard",2016-03-18 01:41:09,2017-03-18 01:41:09,1
15679,110,"Sofia","Garcia","Practice Manager","Premium",2017-04-22 07:49:44,2018-04-22 07:49:44,1
15680,2772,"Alex","Smith","Administrator","Basic",2024-02-10 16:52:12,2025-02-10 16:52:12,0
15681,3884,"Sofia","White","Administrator","Basic",2020-04-24 04:58:37,2021-04-24 04:58:37,1
15682,2601,"David","White","Billing Specialist","Basic",2023-01-20 11:09:12,2024-01-20 11:09:12,1
15683,3244,"Linda","Wilson","Front Desk","Standard",2018-12-14 07:37:58,2019-12-14 07:37:58,0
15684,1006,"Linda","Smith","Practice Owner","Basic",2020-05-17 05:43:49,2021-05-17 05:43:49,1
15685,4794,"James","Davis","Billing Specialist","Basic",2017-05-23 21:56:22,2018-05-23 21:56:22,1
15686,306,"Linda","Smith","Practice Manager","Standard",2017-02-19 18:24:44,2018-02-19 18:24:44,1
15687,959,"John","Brown","Administrator","Premium",2023-10-26 16:19:10,2024-10-26 16:19:10,1
15688,954,"David","Wilson","Administrator","Basic",2019-01-20 07:16:00,2020-01-20 07:16:00,1
15689,2669,"Ana","Smith","Practice Manager","Basic",2019-08-21 16:45:03,2020-08-21 16:45:03,1
15690,3539,"James","Anderson","Practice Manager","Basic",2016-11-03 02:08:52,2017-11-03 02:08:52,0
15691,2678,"James","Lee","IT/Operations","Standard",2017-12-27 12:25:43,2018-12-27 12:25:43,1
15692,1631,"Ana","Davis","Practice Owner","Standard",2018-11-05 19:11:16,2019-11-05 19:11:16,1
15693,1792,"Laura","Davis","Practice Owner","Standard",2018-12-19 21:36:30,2019-12-19 21:36:30,0
15694,2604,"Chris","Smith","Billing Specialist","Premium",2017-02-18 02:38:26,2018-02-18 02:38:26,0
15695,1972,"Alex","Garcia","Administrator","Premium",2023-04-19 20:52:40,2024-04-19 20:52:40,1
15696,67,"John","Anderson","Administrator","Premium",2016-08-09 00:00:09,2017-08-09 00:00:09,0
15697,835,"Maria","Anderson","Practice Manager","Basic",2022-03-07 14:06:21,2023-03-07 14:06:21,1
15698,206,"Chris","Wilson","Practice Manager","Premium",2019-12-19 02:17:15,2020-12-19 02:17:15,0
15699,2834,"Chris","Wilson","Practice Manager","Standard",2021-02-24 11:17:18,2022-02-24 11:17:18,1
15700,4251,"James","Anderson","Practice Manager","Basic",2024-02-15 07:06:17,2025-02-15 07:06:17,1
15701,1715,"Linda","Anderson","Practice Manager","Standard",2020-08-28 14:54:43,2021-08-28 14:54:43,1
15702,1533,"Sofia","Smith","Practice Manager","Basic",2024-01-15 14:40:24,2025-01-15 14:40:24,1
15703,3146,"Ana","Johnson","Billing Specialist","Basic",2016-06-14 16:23:04,2017-06-14 16:23:04,0
15704,3121,"Ana","Lee","Administrator","Basic",2018-04-06 05:41:51,2019-04-06 05:41:51,1
15705,708,"Chris","Anderson","Practice Manager","Standard",2020-02-28 06:34:36,2021-02-28 06:34:36,1
15706,179,"Chris","Smith","Practice Manager","Basic",2024-07-25 07:35:13,2025-07-25 07:35:13,1
15707,113,"Linda","White","IT/Operations","Standard",2024-03-14 18:44:24,2025-03-14 18:44:24,1
15708,757,"Chris","White","Practice Manager","Premium",2018-03-03 23:53:37,2019-03-03 23:53:37,1
15709,897,"Ana","Lee","Front Desk","Standard",2024-06-01 11:04:48,2025-06-01 11:04:48,1
15710,2869,"David","Johnson","Billing Specialist","Premium",2021-06-19 14:51:39,2022-06-19 14:51:39,0
15711,159,"Chris","Martinez","Administrator","Basic",2019-04-07 22:48:49,2020-04-07 22:48:49,0
15712,786,"Alex","Davis","Administrator","Premium",2016-01-17 16:59:49,2017-01-17 16:59:49,1
15713,1804,"David","Lee","Administrator","Premium",2019-07-30 14:01:35,2020-07-30 14:01:35,1
15714,1840,"Linda","Wilson","Administrator","Standard",2021-05-22 02:02:59,2022-05-22 02:02:59,1
15715,3169,"James","Johnson","Billing Specialist","Basic",2023-02-15 23:04:10,2024-02-15 23:04:10,1
15716,2299,"Laura","Lee","Billing Specialist","Basic",2023-03-15 04:06:49,2024-03-15 04:06:49,1
15717,4079,"Chris","Smith","Administrator","Basic",2018-06-30 02:14:02,2019-06-30 02:14:02,1
15718,1543,"Linda","White","Billing Specialist","Standard",2023-10-20 21:03:34,2024-10-20 21:03:34,1
15719,4209,"Sofia","White","Billing Specialist","Basic",2019-06-08 22:46:59,2020-06-08 22:46:59,1
15720,4355,"James","White","Practice Manager","Standard",2017-05-03 12:46:00,2018-05-03 12:46:00,1
15721,2155,"Sofia","Garcia","Administrator","Standard",2018-10-13 11:54:44,2019-10-13 11:54:44,1
15722,575,"Sofia","Brown","Administrator","Basic",2019-05-16 23:45:15,2020-05-16 23:45:15,1
15723,3039,"Maria","Martinez","Practice Owner","Standard",2016-04-07 09:36:18,2017-04-07 09:36:18,0
15724,1382,"Linda","Lee","Administrator","Standard",2020-06-06 19:32:33,2021-06-06 19:32:33,1
15725,1223,"Linda","Smith","Administrator","Standard",2022-11-15 08:04:09,2023-11-15 08:04:09,1
15726,2475,"Alex","Lee","Practice Owner","Basic",2018-03-23 06:22:48,2019-03-23 06:22:48,1
15727,1502,"Maria","Anderson","Practice Owner","Standard",2024-08-28 19:27:57,2025-08-28 19:27:57,1
15728,859,"Laura","Lee","Practice Manager","Basic",2023-07-27 15:50:18,2024-07-27 15:50:18,1
15729,3575,"Maria","Davis","Billing Specialist","Basic",2016-06-21 16:01:40,2017-06-21 16:01:40,1
15730,3730,"Laura","Johnson","Practice Owner","Premium",2020-08-19 03:28:33,2021-08-19 03:28:33,0
15731,2966,"David","Davis","Administrator","Standard",2024-10-26 08:13:54,2025-10-26 08:13:54,1
15732,3192,"James","Smith","Practice Manager","Basic",2020-12-23 14:28:28,2021-12-23 14:28:28,1
15733,1597,"Chris","Lee","Practice Manager","Standard",2024-12-09 07:54:21,2025-12-09 07:54:21,0
15734,1562,"James","Lee","Billing Specialist","Premium",2020-10-15 01:45:54,2021-10-15 01:45:54,1
15735,2523,"Maria","Anderson","Front Desk","Basic",2021-08-02 06:37:48,2022-08-02 06:37:48,1
15736,2600,"Laura","Martinez","Administrator","Basic",2018-12-31 21:55:30,2019-12-31 21:55:30,1
15737,2392,"Ana","Smith","Front Desk","Premium",2018-03-13 01:41:38,2019-03-13 01:41:38,1
15738,2676,"Chris","Smith","Front Desk","Basic",2017-06-24 14:01:12,2018-06-24 14:01:12,1
15739,2184,"Maria","Johnson","Practice Manager","Standard",2018-02-25 05:14:22,2019-02-25 05:14:22,0
15740,277,"James","Wilson","Administrator","Standard",2021-10-11 13:06:33,2022-10-11 13:06:33,0
15741,3883,"Maria","Johnson","Billing Specialist","Premium",2024-06-16 16:38:05,2025-06-16 16:38:05,0
15742,3605,"Alex","Brown","Administrator","Basic",2021-09-02 04:45:34,2022-09-02 04:45:34,1
15743,2079,"James","White","Billing Specialist","Premium",2018-02-13 02:04:46,2019-02-13 02:04:46,0
15744,4343,"David","Smith","Administrator","Basic",2016-01-06 08:51:49,2017-01-06 08:51:49,1
15745,4507,"Ana","White","Practice Manager","Basic",2023-04-26 18:14:25,2024-04-26 18:14:25,0
15746,4078,"Chris","Martinez","Administrator","Basic",2016-12-25 18:12:19,2017-12-25 18:12:19,1
15747,4169,"Alex","White","Administrator","Basic",2022-05-23 01:41:09,2023-05-23 01:41:09,0
15748,1121,"David","Lee","Administrator","Premium",2018-01-29 02:36:15,2019-01-29 02:36:15,1
15749,4769,"Maria","Anderson","Practice Owner","Premium",2016-11-10 12:28:06,2017-11-10 12:28:06,1
15750,2524,"Maria","Wilson","Practice Owner","Basic",2019-06-01 21:33:10,2020-06-01 21:33:10,1
15751,3371,"Laura","Lee","Billing Specialist","Standard",2018-11-17 12:20:32,2019-11-17 12:20:32,1
15752,4383,"John","Wilson","Administrator","Basic",2020-10-05 08:41:30,2021-10-05 08:41:30,1
15753,1909,"Alex","Martinez","Practice Manager","Basic",2021-05-31 08:40:47,2022-05-31 08:40:47,1
15754,3521,"David","Anderson","Practice Owner","Standard",2019-04-27 15:54:14,2020-04-27 15:54:14,1
15755,4308,"Chris","White","Practice Manager","Premium",2020-02-14 08:25:01,2021-02-14 08:25:01,1
15756,4497,"Maria","Anderson","Practice Manager","Standard",2023-06-27 22:38:40,2024-06-27 22:38:40,0
15757,4751,"Linda","White","IT/Operations","Basic",2016-06-05 18:05:15,2017-06-05 18:05:15,1
15758,3106,"David","Garcia","Billing Specialist","Standard",2020-12-27 08:08:59,2021-12-27 08:08:59,0
15759,498,"Chris","Brown","Practice Owner","Premium",2023-06-02 06:17:26,2024-06-02 06:17:26,1
15760,3588,"James","Davis","Billing Specialist","Standard",2018-11-26 16:52:55,2019-11-26 16:52:55,1
15761,4194,"Maria","Davis","Administrator","Basic",2019-10-20 16:30:24,2020-10-20 16:30:24,1
15762,2414,"David","White","Practice Manager","Basic",2022-06-27 10:44:34,2023-06-27 10:44:34,0
15763,3801,"Linda","White","Billing Specialist","Standard",2023-09-04 10:58:06,2024-09-04 10:58:06,1
15764,463,"Sofia","Smith","Practice Owner","Premium",2017-04-05 09:17:47,2018-04-05 09:17:47,1
15765,2761,"Linda","Garcia","Billing Specialist","Premium",2016-05-10 17:19:27,2017-05-10 17:19:27,0
15766,3458,"David","Johnson","Front Desk","Standard",2016-04-06 03:50:06,2017-04-06 03:50:06,0
15767,273,"Sofia","Garcia","Front Desk","Basic",2024-01-03 07:21:59,2025-01-03 07:21:59,1
15768,1151,"James","Garcia","Billing Specialist","Basic",2016-11-21 23:06:06,2017-11-21 23:06:06,1
15769,3390,"Maria","Brown","Front Desk","Standard",2018-01-28 07:32:28,2019-01-28 07:32:28,0
15770,19,"Alex","Davis","Billing Specialist","Standard",2018-12-28 13:43:24,2019-12-28 13:43:24,1
15771,1617,"Linda","Wilson","Administrator","Premium",2016-01-01 18:48:50,2017-01-01 18:48:50,1
15772,3179,"Alex","Lee","Practice Owner","Standard",2023-10-11 19:58:16,2024-10-11 19:58:16,0
15773,4082,"Alex","Davis","Practice Manager","Premium",2017-03-31 20:18:09,2018-03-31 20:18:09,0
15774,412,"James","Brown","Billing Specialist","Basic",2018-04-10 15:49:36,2019-04-10 15:49:36,1
15775,742,"Laura","Lee","IT/Operations","Premium",2024-04-25 20:07:19,2025-04-25 20:07:19,0
15776,2672,"Chris","Davis","Billing Specialist","Premium",2018-05-03 11:28:43,2019-05-03 11:28:43,1
15777,2780,"James","Johnson","Administrator","Premium",2024-02-02 08:18:29,2025-02-02 08:18:29,1
15778,2625,"Chris","Smith","Practice Manager","Basic",2019-10-17 12:41:01,2020-10-17 12:41:01,1
15779,515,"Sofia","Garcia","Front Desk","Premium",2018-03-29 12:43:40,2019-03-29 12:43:40,0
15780,207,"Linda","White","Administrator","Standard",2023-07-09 02:38:36,2024-07-09 02:38:36,1
15781,948,"Chris","White","Administrator","Basic",2024-06-07 05:44:14,2025-06-07 05:44:14,0
15782,2442,"Chris","Smith","Front Desk","Basic",2024-05-20 16:07:14,2025-05-20 16:07:14,1
15783,1829,"Chris","Smith","IT/Operations","Basic",2020-12-06 10:55:18,2021-12-06 10:55:18,1
15784,3599,"Laura","Anderson","Practice Manager","Basic",2017-02-25 00:00:37,2018-02-25 00:00:37,1
15785,2168,"James","Wilson","Administrator","Basic",2023-11-17 06:04:22,2024-11-17 06:04:22,0
15786,1657,"Maria","Wilson","Practice Owner","Standard",2019-02-18 13:35:12,2020-02-18 13:35:12,1
15787,602,"Sofia","White","IT/Operations","Standard",2017-07-24 09:40:24,2018-07-24 09:40:24,1
15788,712,"Laura","Garcia","Practice Owner","Premium",2024-05-22 02:24:21,2025-05-22 02:24:21,0
15789,1204,"David","Anderson","Front Desk","Standard",2020-06-28 16:25:29,2021-06-28 16:25:29,1
15790,1392,"Sofia","Wilson","Practice Manager","Standard",2022-01-23 14:23:33,2023-01-23 14:23:33,1
15791,2697,"Linda","Johnson","Front Desk","Standard",2021-11-10 04:50:21,2022-11-10 04:50:21,1
15792,3273,"James","Johnson","Administrator","Basic",2016-05-05 03:57:51,2017-05-05 03:57:51,1
15793,4926,"David","Davis","Administrator","Standard",2018-09-17 09:08:53,2019-09-17 09:08:53,1
15794,3132,"Laura","Smith","Practice Owner","Basic",2018-11-21 08:55:09,2019-11-21 08:55:09,0
15795,3731,"Laura","Lee","Practice Manager","Basic",2021-06-10 18:09:41,2022-06-10 18:09:41,1
15796,2667,"Sofia","Garcia","Administrator","Standard",2017-07-25 02:16:43,2018-07-25 02:16:43,0
15797,550,"James","Garcia","Practice Owner","Basic",2017-04-14 00:44:05,2018-04-14 00:44:05,1
15798,4742,"Linda","Smith","Administrator","Premium",2016-10-25 05:10:58,2017-10-25 05:10:58,1
15799,3983,"Laura","Garcia","Billing Specialist","Basic",2022-11-17 20:08:28,2023-11-17 20:08:28,0
15800,1245,"Linda","Davis","Practice Owner","Basic",2023-04-30 16:08:28,2024-04-30 16:08:28,1
15801,3887,"John","Lee","Administrator","Standard",2018-02-11 17:56:35,2019-02-11 17:56:35,1
15802,4013,"Alex","Garcia","Practice Owner","Basic",2020-06-15 23:05:07,2021-06-15 23:05:07,1
15803,2550,"James","Davis","Front Desk","Standard",2020-04-12 11:37:01,2021-04-12 11:37:01,0
15804,3205,"Laura","White","Practice Manager","Basic",2016-06-10 04:25:23,2017-06-10 04:25:23,1
15805,846,"Linda","White","Practice Owner","Basic",2016-01-03 23:03:23,2017-01-03 23:03:23,1
15806,4546,"Sofia","Brown","Front Desk","Premium",2019-05-08 18:34:41,2020-05-08 18:34:41,0
15807,44,"Maria","Brown","Administrator","Basic",2017-02-16 11:27:40,2018-02-16 11:27:40,1
15808,659,"Linda","Brown","Practice Owner","Premium",2016-05-09 09:50:53,2017-05-09 09:50:53,1
15809,4824,"Sofia","Wilson","Administrator","Basic",2017-05-30 09:51:26,2018-05-30 09:51:26,1
15810,3931,"Ana","Smith","Billing Specialist","Basic",2019-12-01 12:15:52,2020-12-01 12:15:52,0
15811,2868,"James","Davis","Administrator","Standard",2016-08-01 00:42:36,2017-08-01 00:42:36,0
15812,3648,"James","White","Practice Manager","Basic",2019-05-04 06:40:05,2020-05-04 06:40:05,1
15813,2783,"Maria","Anderson","Administrator","Standard",2017-11-08 17:31:53,2018-11-08 17:31:53,0
15814,1692,"Maria","Brown","IT/Operations","Standard",2020-07-07 11:07:06,2021-07-07 11:07:06,1
15815,2226,"Laura","Anderson","Administrator","Premium",2020-01-18 00:06:45,2021-01-18 00:06:45,1
15816,3067,"Ana","Martinez","Practice Manager","Basic",2023-05-28 02:50:43,2024-05-28 02:50:43,0
15817,1948,"Laura","Lee","Billing Specialist","Premium",2016-02-06 17:07:53,2017-02-06 17:07:53,0
15818,1366,"Ana","Brown","Practice Owner","Standard",2023-08-20 22:42:44,2024-08-20 22:42:44,1
15819,3131,"Chris","White","Practice Manager","Basic",2022-02-14 04:24:50,2023-02-14 04:24:50,1
15820,4534,"Ana","Lee","Practice Manager","Standard",2018-02-06 23:58:20,2019-02-06 23:58:20,0
15821,4522,"Alex","Wilson","Administrator","Standard",2023-12-04 02:35:18,2024-12-04 02:35:18,1
15822,968,"Ana","Anderson","Administrator","Premium",2018-08-10 06:07:07,2019-08-10 06:07:07,1
15823,1405,"Ana","Lee","Billing Specialist","Basic",2016-05-18 07:05:49,2017-05-18 07:05:49,1
15824,486,"Linda","Johnson","Administrator","Standard",2019-11-17 14:34:14,2020-11-17 14:34:14,1
15825,1756,"Chris","Brown","Practice Manager","Standard",2022-01-22 11:20:08,2023-01-22 11:20:08,1
15826,3631,"Chris","Wilson","Practice Manager","Standard",2024-07-26 18:54:03,2025-07-26 18:54:03,1
15827,2969,"Sofia","Johnson","Front Desk","Standard",2021-08-28 20:43:26,2022-08-28 20:43:26,1
15828,1580,"John","Martinez","Practice Owner","Basic",2020-11-21 03:42:44,2021-11-21 03:42:44,1
15829,2796,"Ana","Wilson","Administrator","Standard",2017-01-12 18:55:41,2018-01-12 18:55:41,1
15830,51,"John","Martinez","Practice Manager","Basic",2016-12-29 17:41:58,2017-12-29 17:41:58,1
15831,1660,"Linda","Garcia","Practice Manager","Basic",2022-09-17 02:44:48,2023-09-17 02:44:48,1
15832,4301,"Sofia","White","Practice Owner","Premium",2024-05-12 12:15:52,2025-05-12 12:15:52,1
15833,2788,"Alex","Brown","IT/Operations","Premium",2018-11-23 22:33:16,2019-11-23 22:33:16,0
15834,4629,"Ana","Garcia","Practice Owner","Standard",2024-08-17 05:56:38,2025-08-17 05:56:38,1
15835,2156,"Alex","Garcia","Practice Owner","Basic",2024-12-14 15:50:38,2025-12-14 15:50:38,0
15836,4347,"Maria","Anderson","Practice Manager","Standard",2019-09-05 04:03:05,2020-09-05 04:03:05,1
15837,4231,"Alex","Anderson","Administrator","Basic",2024-07-09 20:47:11,2025-07-09 20:47:11,0
15838,3162,"Laura","Smith","IT/Operations","Standard",2019-06-29 03:16:32,2020-06-29 03:16:32,1
15839,1615,"David","Martinez","Practice Manager","Basic",2016-07-12 19:42:56,2017-07-12 19:42:56,0
15840,2737,"John","Martinez","Billing Specialist","Basic",2016-12-29 16:55:40,2017-12-29 16:55:40,1
15841,407,"John","Lee","Administrator","Basic",2024-10-26 07:23:53,2025-10-26 07:23:53,1
15842,3380,"Linda","Johnson","Administrator","Premium",2022-07-20 14:48:32,2023-07-20 14:48:32,1
15843,4198,"Maria","Garcia","Practice Manager","Basic",2018-12-17 09:19:09,2019-12-17 09:19:09,1
15844,1385,"John","Martinez","Practice Manager","Basic",2017-06-08 03:25:01,2018-06-08 03:25:01,1
15845,3696,"Maria","Brown","Practice Manager","Basic",2020-06-17 19:55:39,2021-06-17 19:55:39,1
15846,4500,"David","Smith","Practice Manager","Standard",2019-10-17 06:38:50,2020-10-17 06:38:50,1
15847,4910,"Laura","White","Practice Owner","Basic",2018-09-21 20:15:54,2019-09-21 20:15:54,1
15848,2903,"Alex","Johnson","IT/Operations","Standard",2019-12-24 21:57:46,2020-12-24 21:57:46,1
15849,1630,"James","Davis","Administrator","Standard",2024-10-18 08:27:34,2025-10-18 08:27:34,1
15850,3263,"Chris","White","Administrator","Standard",2020-11-27 16:35:58,2021-11-27 16:35:58,1
15851,1027,"Chris","White","Administrator","Standard",2024-05-24 16:21:21,2025-05-24 16:21:21,1
15852,2990,"Ana","Anderson","Practice Manager","Standard",2016-08-04 15:39:47,2017-08-04 15:39:47,0
15853,2225,"John","Davis","Administrator","Basic",2018-03-10 21:15:19,2019-03-10 21:15:19,1
15854,2921,"Ana","Smith","Practice Owner","Standard",2019-09-19 14:49:28,2020-09-19 14:49:28,0
15855,4316,"Ana","Wilson","IT/Operations","Basic",2023-11-11 08:53:15,2024-11-11 08:53:15,1
15856,4269,"Chris","Johnson","Administrator","Standard",2020-09-28 16:28:37,2021-09-28 16:28:37,1
15857,2784,"Sofia","Anderson","Practice Owner","Premium",2022-09-13 23:07:38,2023-09-13 23:07:38,1
15858,1414,"Alex","Lee","Administrator","Basic",2024-08-21 22:24:50,2025-08-21 22:24:50,1
15859,4598,"Sofia","Lee","Practice Owner","Standard",2024-04-24 07:26:54,2025-04-24 07:26:54,0
15860,3649,"Sofia","Johnson","Billing Specialist","Standard",2021-05-13 15:46:15,2022-05-13 15:46:15,1
15861,2809,"Chris","Lee","IT/Operations","Premium",2022-03-30 22:49:45,2023-03-30 22:49:45,1
15862,3332,"Alex","Brown","Front Desk","Premium",2021-09-04 20:16:03,2022-09-04 20:16:03,1
15863,2179,"Sofia","Martinez","Administrator","Standard",2023-08-16 04:34:05,2024-08-16 04:34:05,0
15864,798,"James","Davis","Billing Specialist","Basic",2019-07-14 02:08:07,2020-07-14 02:08:07,0
15865,2847,"David","Johnson","Practice Manager","Premium",2016-03-02 09:14:12,2017-03-02 09:14:12,1
15866,930,"Alex","Smith","Practice Owner","Standard",2020-07-17 06:25:27,2021-07-17 06:25:27,1
15867,4819,"Sofia","Brown","Billing Specialist","Premium",2019-11-07 05:42:41,2020-11-07 05:42:41,0
15868,3092,"James","Davis","Administrator","Premium",2017-03-31 14:54:14,2018-03-31 14:54:14,1
15869,2263,"Laura","White","Front Desk","Basic",2016-04-29 07:23:02,2017-04-29 07:23:02,0
15870,1334,"Alex","White","Front Desk","Basic",2017-02-21 01:35:00,2018-02-21 01:35:00,1
15871,1275,"Ana","Garcia","Practice Manager","Standard",2018-12-21 04:58:24,2019-12-21 04:58:24,1
15872,4584,"Alex","Garcia","Practice Manager","Basic",2017-02-23 20:01:00,2018-02-23 20:01:00,1
15873,3481,"Laura","Wilson","Administrator","Basic",2019-09-13 13:56:21,2020-09-13 13:56:21,1
15874,3343,"Sofia","Anderson","Administrator","Standard",2019-08-30 16:23:51,2020-08-30 16:23:51,1
15875,1218,"Maria","Brown","Practice Owner","Standard",2020-05-13 19:32:30,2021-05-13 19:32:30,1
15876,1465,"Alex","Garcia","Administrator","Basic",2016-08-06 10:26:52,2017-08-06 10:26:52,1
15877,4409,"Sofia","Wilson","Practice Owner","Premium",2018-02-11 15:26:04,2019-02-11 15:26:04,1
15878,4175,"Laura","Johnson","Administrator","Basic",2017-02-27 18:51:39,2018-02-27 18:51:39,1
15879,4771,"Maria","White","Practice Owner","Standard",2017-12-08 04:25:52,2018-12-08 04:25:52,1
15880,14,"James","Brown","Administrator","Basic",2017-07-16 07:21:19,2018-07-16 07:21:19,0
15881,2294,"James","Wilson","Practice Manager","Standard",2018-03-18 13:37:03,2019-03-18 13:37:03,1
15882,2046,"Chris","White","Administrator","Basic",2018-07-31 01:48:36,2019-07-31 01:48:36,1
15883,1038,"Chris","White","IT/Operations","Standard",2016-05-14 21:59:52,2017-05-14 21:59:52,1
15884,4129,"Linda","Brown","Practice Manager","Premium",2021-09-03 17:58:35,2022-09-03 17:58:35,0
15885,1460,"Ana","Johnson","Billing Specialist","Standard",2016-05-13 01:20:19,2017-05-13 01:20:19,1
15886,257,"John","Garcia","Administrator","Standard",2017-10-24 12:58:31,2018-10-24 12:58:31,1
15887,4130,"Laura","Garcia","Front Desk","Standard",2016-02-15 10:56:45,2017-02-15 10:56:45,1
15888,4074,"John","Anderson","Practice Manager","Standard",2023-08-18 18:40:40,2024-08-18 18:40:40,1
15889,1284,"Chris","Martinez","Practice Owner","Standard",2021-10-25 02:34:10,2022-10-25 02:34:10,1
15890,3488,"Chris","Wilson","IT/Operations","Standard",2022-10-14 15:10:07,2023-10-14 15:10:07,0
15891,2185,"Laura","Anderson","Practice Manager","Standard",2023-08-20 08:36:20,2024-08-20 08:36:20,1
15892,359,"Alex","White","Practice Manager","Standard",2022-01-18 21:47:14,2023-01-18 21:47:14,1
15893,3792,"Linda","Davis","Front Desk","Basic",2020-05-18 06:14:32,2021-05-18 06:14:32,1
15894,4850,"Sofia","Garcia","Practice Manager","Premium",2018-05-20 22:15:24,2019-05-20 22:15:24,1
